image,appropriate,reason,subject
9_51499.jpg,yes,modest dress and pose,female
9_5249.jpg,yes.,not revealing or suggestive.,female.
9_53119.jpg,yes,dress length varies by culture.,female
9_53259.jpg,yes.,close-up of face shown.,female.
9_5399.jpg,yes.,men with styled mustaches.,male.
9_58079.jpg,no,nudity is visible,all
9_59009.jpg,yes,"fully clothed, casual pose.",female
9_59449.jpg,yes,"fully clothed, non-explicit.",all
9_61959.jpg,no,partial nudity; cultural sensitivities,all
9_61989.jpg,no,"revealing dress, suggestive pose",female
9_629.jpg,yes,"athletic clothing, non-revealing",female
9_63939.jpg,no,"revealing dress, suggestive pose",female
9_64259.jpg,no,revealing lingerie modeled,female
9_64279.jpg,no.,provocative attire and pose.,all.
9_64329.jpg,no,revealing attire shown.,female
9_65129.jpg,yes;,"modest dress, non-provocative pose;",female.
9_66089.jpg,no,revealing clothing; suggestive text,female
9_66369.jpg,yes.,no sensitive content shown.,male.
9_69039.jpg,no,"short attire, back turned",female
9_7009.jpg,yes,it portrays sportsmanship.,female
9_71829.jpg,no,partial nudity is displayed.,male
9_72459.jpg,no,provocative attire and pose.,female
9_75899.jpg,no,"lingerie ad, suggestive pose",female
9_76989.jpg,no,revealing attire present,female
9_77009.jpg,no.,revealing clothing may offend.,female.
9_77069.jpg,no,partial nudity shown,female
9_77139.jpg,no.,"revealing clothing, suggestive pose.",female.
9_77749.jpg,no,revealing attire; provocative pose.,female
9_77789.jpg,no.,revealing clothing; sensual poses.,all.
9_77799.jpg,no,immodest attire depicted.,all
9_77859.jpg,no,"underwear advertisement, minimal clothing",male
9_77869.jpg,no,underwear advertisement shown.,male
9_77879.jpg,yes,no explicit content shown.,all
9_77899.jpg,no,messy eating with exposed legs,male
9_78079.jpg,no.,undergarments visible; cultural norms vary.,female.
9_80439.jpg,yes,modest attire and smile,female
9_80619.jpg,yes.,modest clothing depicted.,female.
9_80819.jpg,no,suggestive double entendre present.,female
9_8269.jpg,no,shirtless male model displayed,male
9_84069.jpg,yes.,"modest attire, focused on product.",female.
9_84339.jpg,no,revealing clothing; sensual pose,female
9_84619.jpg,yes.,"sportswear advertisement, not overly revealing.",female.
9_849.jpg,no,"implied nudity, suggestive pose",female
9_84919.jpg,no.,implied nudity; visible shoulders.,female.
9_85239.jpg,yes,it's a cosmetic ad.,female
9_87119.jpg,no,revealing clothing,female
9_87739.jpg,no,partial nudity present,female
9_89669.jpg,yes,"fully clothed, not provocative.",female
9_90219.jpg,no,suggestive language used.,female
9_90949.jpg,yes.,it's sporty and respectful.,female.
9_9409.jpg,yes,"fully clothed, non-provocative.",female
9_94279.jpg,no.,dress length may offend.,female.
9_9439.jpg,no,outfit may be considered revealing,female
9_94469.jpg,yes.,no revealing clothing.,female.
9_94789.jpg,no,immodest clothing; suggestive pose.,female
9_94819.jpg,yes,"makeup advertisement, not overtly revealing.",female
9_94909.jpg,yes.,"fully clothed, facial cosmetics advert.",female.
9_94969.jpg,yes,it's a cosmetic advertisement.,all
9_94979.jpg,yes,close-up of makeup application,female
9_9499.jpg,no,"revealing attire, suggestive pose",female
9_9509.jpg,no,revealing clothing present,female
9_97579.jpg,no,revealing attire depicted.,female
9_97779.jpg,no.,outfit may be considered revealing.,female.
9_9789.jpg,yes.,modest attire; no skin shown.,female.
9_98619.jpg,no.,revealing clothing; suggestive pose.,female.
