image,person,posture,body,female,male,dominant,center
0_115480.jpg,yes,female standing & male kneeling,female upper body with legs & male upper body without legs,"social, happy, active","attentive, engaged, social",neither,female
0_115490.jpg,yes,"female, sitting","female, upper body with legs","glamorously, confidently",no males present,neither,female
0_115510.jpg,yes,female standing & female seated,female upper body with legs & female upper body without legs,"playful, cheerful, promotional",no males portrayed,neither,female
0_115520.jpg,yes,female standing & male standing,female upper body with legs & male upper body with legs,"joyful, energetic","happy, enjoying",neither,female
0_115530.jpg,yes,female upright & male upright,female upper body with legs & male upper body with legs,playful and happy,confident and cheerful,neither,both
0_115560.jpg,yes,"female, sitting &","female, upper body without legs &","fashionably, casually posed",no males portrayed,neither,female
0_11560.jpg,yes,"female, facing forward","female, upper body without legs","confident, alluring",no males portrayed,neither,female
0_115620.jpg,yes,male standing & male standing & male standing & male standing & male standing & male standing & male standing & male standing & male standing & male standing,male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs,no females shown,"confident, powerful",male,both
0_115650.jpg,yes,male standing & male standing & male standing,male upper body with legs & male upper body with legs & male upper body with legs,no females depicted.,"active, sports-related, promotional.",neither,both
0_115670.jpg,yes,"male, standing","male, upper body without legs",not applicable,"playful, confident",male,male
0_115730.jpg,yes,male-standing,male-upper body with legs,no female present,"confident, promotional",neither,male
0_115740.jpg,yes,male sitting & female reclining,male upper body with legs & female upper body with legs,"relaxed, engaging, attractive","attentive, engaged, active",neither,both
0_115820.jpg,yes,male sitting & female reclining,male upper body with legs & female upper body with legs,"casual, leisurely, enjoying","relaxed, engaging, friendly",neither,both
0_115830.jpg,no,,,,,neither,neither
0_115840.jpg,yes,"female, crouching &","female, upper body without legs &","artistic, possibly sensual",no males portrayed,neither,female
0_116030.jpg,yes,male-standing & male-sitting,male-upper body with legs & male-upper body with legs,no females portrayed,neutral or with a focus on beverage,neither,both
0_116130.jpg,yes,female standing & male seated,female upper body without legs & male upper body without legs,"reflective, supportive","dominant, relaxed",male,male
0_116140.jpg,yes,male standing & male standing,male face only & male face only,no females shown,males portrayed intimately engaged,neither,both
0_116220.jpg,yes,"female, standing","female, upper body with legs","elegantly, thoughtfully",no males shown.,neither,female
0_116230.jpg,yes,"male, standing","male, upper body with legs",no females portrayed,"confident, strong",neither,male
0_116260.jpg,yes,"female, lying down","female, upper body with legs","sensual, connected to nature",,neither,female
0_116280.jpg,yes,"male, standing","male, upper body with legs",no females portrayed,"confident, bold",neither,male
0_11630.jpg,yes,multiple genders & various postures,male & upper body without legs & female & upper body without legs,happily enjoying pineapple juice,happily enjoying pineapple juice,neither,both
0_116340.jpg,yes,"female, sitting","female, upper body with legs","compassionate, caring",not applicable,neither,female
0_11640.jpg,yes,"female, standing &","female, upper body without legs &","attractively, confidently",no males to portray.,neither,female
0_116400.jpg,yes,male standing & females various postures,male upper body without legs & females upper body with legs,"observing, reacting","confident, humorous",neither,male
0_116480.jpg,yes,"male, standing","male, upper body with legs",no females shown,"neutral, holding object",neither,male
0_116500.jpg,yes,"male, sitting &","male, upper body with legs &",no females portrayed,"innocent, concerned",neither,male
0_116560.jpg,yes,male sitting,male upper body with legs,no females,"male caring, protective",neither,male
0_116680.jpg,no,,,,,neither,neither
0_116690.jpg,no,,,,,neither,neither
0_116710.jpg,no,,,,,neither,neither
0_116780.jpg,yes,male running & male running,male upper body with legs & male upper body with legs,no females portrayed,"positively, humorously",neither,both
0_11680.jpg,yes,female sitting & male standing,female upper body with legs & male upper body without legs,"enjoying a beverage, amused","gesturing towards the bottle, assertive",neither,female
0_116900.jpg,yes,female sitting & male sitting,female upper body without legs & male upper body without legs,sharing a meal,sharing a meal,neither,neither
0_116940.jpg,yes,female sitting & male sitting,female upper body with legs & male upper body with legs,"happily engaging, socializing","happily engaging, socializing",neither,both
0_116980.jpg,yes,"female, standing &","female, upper body without legs &","innocent, contemplative",no males shown,neither,female
0_116990.jpg,yes,male standing,male upper body with legs,no female portrayed,"portrayed energetically, confidently",neither,male
0_1170.jpg,yes,female-standing & male-standing & male-squatting & female-sitting,female-upper body with legs & male-upper body with legs & male-upper body with legs & female-upper body with legs,"casual, leisurely, enjoying drinks","active, engaging, playful",neither,both
0_117020.jpg,no,not applicable.,not applicable.,not applicable.,not applicable.,neither,neither
0_11710.jpg,yes,female-standing & male-standing & male-standing,female-upper body with legs & male-upper body with legs & male-upper body with legs,"positively, vibrant, nurturing","cheerful, engaging, positive",neither,female
